identifier,ea7b1d79-881a-4bf5-9f64-7e89398c2838,
value,0,
dataTime,2007/1/14,
value,0,
dataTime,2007/1/15,
value,3,
dataTime,2007/1/16,
value,5.2,
dataTime,2007/1/17,
value,0.6,
dataTime,2007/1/18,
value,1.5,
dataTime,2007/1/19,
value,0.4,
dataTime,2007/1/20,
value,0.2,
dataTime,2007/1/21,
value,4,
dataTime,2007/1/22,
value,0,
dataTime,2007/1/23,
value,0,
dataTime,2007/1/24,
value,0,
dataTime,2007/1/25,
value,0,
dataTime,2007/1/26,
value,0,
dataTime,2007/1/27,
value,5.4,
dataTime,2007/1/28,
value,0.5,
dataTime,2007/1/29,
value,0,
dataTime,2007/1/30,
value,0,
dataTime,2007/1/31,
value,0,
parameterName,total,
parameterValue,21.2,
dataTime,2007/2/1,
value,0,
dataTime,2007/2/2,
value,0,
dataTime,2007/2/3,
value,0,
dataTime,2007/2/4,
value,2,
dataTime,2007/2/5,
value,0.1,
dataTime,2007/2/6,
value,1.8,
dataTime,2007/2/7,
value,0,
dataTime,2007/2/8,
value,0.2,
dataTime,2007/2/9,
value,0.5,
dataTime,2007/2/10,
value,0,
dataTime,2007/2/11,
value,0,
dataTime,2007/2/12,
value,0,
dataTime,2007/2/13,
value,1.2,
dataTime,2007/2/14,
value,0,
dataTime,2007/2/15,
value,0,
dataTime,2007/2/16,
value,0,
dataTime,2007/2/17,
value,0,
dataTime,2007/2/18,
value,0,
dataTime,2007/2/19,
value,0,
dataTime,2007/2/20,
value,0,
dataTime,2007/2/21,
value,0,
dataTime,2007/2/22,
value,10.2,
dataTime,2007/2/23,
value,0,
dataTime,2007/2/24,
value,0,
dataTime,2007/2/25,
value,0,
dataTime,2007/2/26,
value,0,
dataTime,2007/2/27,
value,0,
dataTime,2007/2/28,
value,0,
parameterName,total,
parameterValue,16,
dataTime,2007/3/1,
value,0.2,
dataTime,2007/3/2,
value,0,
dataTime,2007/3/3,
value,0,
dataTime,2007/3/4,
value,4.5,
dataTime,2007/3/5,
value,2.7,
dataTime,2007/3/6,
value,0.9,
dataTime,2007/3/7,
value,0.6,
dataTime,2007/3/8,
value,0.2,
dataTime,2007/3/9,
value,0,
dataTime,2007/3/10,
value,0,
dataTime,2007/3/11,
value,0,
dataTime,2007/3/12,
value,0,
dataTime,2007/3/13,
value,6.5,
dataTime,2007/3/14,
value,0,
dataTime,2007/3/15,
value,0,
dataTime,2007/3/16,
value,0,
dataTime,2007/3/17,
value,0,
dataTime,2007/3/18,
value,0,
dataTime,2007/3/19,
value,0,
dataTime,2007/3/20,
value,0,
dataTime,2007/3/21,
value,0,
dataTime,2007/3/22,
value,0,
dataTime,2007/3/23,
value,0,
dataTime,2007/3/24,
value,2,
dataTime,2007/3/25,
value,1,
dataTime,2007/3/26,
value,0.5,
dataTime,2007/3/27,
value,0,
dataTime,2007/3/28,
value,0,
dataTime,2007/3/29,
value,0,
dataTime,2007/3/30,
value,0,
dataTime,2007/3/31,
value,0,
parameterName,total,
parameterValue,19.1,
dataTime,2007/4/1,
value,0,
dataTime,2007/4/2,
value,11.8,
dataTime,2007/4/3,
value,1,
dataTime,2007/4/4,
value,0,
dataTime,2007/4/5,
value,0,
dataTime,2007/4/6,
value,1.2,
dataTime,2007/4/7,
value,3,
dataTime,2007/4/8,
value,0.2,
dataTime,2007/4/9,
value,0,
dataTime,2007/4/10,
value,0,
dataTime,2007/4/11,
value,2.1,
dataTime,2007/4/12,
value,0,
dataTime,2007/4/13,
value,0,
dataTime,2007/4/14,
value,0,
dataTime,2007/4/15,
value,3.9,
dataTime,2007/4/16,
value,0.3,
dataTime,2007/4/17,
value,0,
dataTime,2007/4/18,
value,0.7,
dataTime,2007/4/19,
value,0.3,
dataTime,2007/4/20,
value,0,
dataTime,2007/4/21,
value,0,
dataTime,2007/4/22,
value,0,
dataTime,2007/4/23,
value,0,
dataTime,2007/4/24,
value,0,
dataTime,2007/4/25,
value,0,
dataTime,2007/4/26,
value,0,
dataTime,2007/4/27,
value,0,
dataTime,2007/4/28,
value,0,
dataTime,2007/4/29,
value,14.9,
dataTime,2007/4/30,
value,0,
parameterName,total,
parameterValue,39.4,
dataTime,2007/5/1,
value,0,
dataTime,2007/5/2,
value,0,
dataTime,2007/5/3,
value,0,
dataTime,2007/5/4,
value,0.3,
dataTime,2007/5/5,
value,0,
dataTime,2007/5/6,
value,0,
dataTime,2007/5/7,
value,3.5,
dataTime,2007/5/8,
value,0.7,
dataTime,2007/5/9,
value,0,
dataTime,2007/5/10,
value,0,
dataTime,2007/5/11,
value,0,
dataTime,2007/5/12,
value,0,
dataTime,2007/5/13,
value,0,
dataTime,2007/5/14,
value,1.7,
dataTime,2007/5/15,
value,0.3,
dataTime,2007/5/16,
value,0,
dataTime,2007/5/17,
value,6.6,
dataTime,2007/5/18,
value,0,
dataTime,2007/5/19,
value,37,
dataTime,2007/5/20,
value,54.5,
dataTime,2007/5/21,
value,3.6,
dataTime,2007/5/22,
value,0,
dataTime,2007/5/23,
value,2.5,
dataTime,2007/5/24,
value,0,
dataTime,2007/5/25,
value,0,
dataTime,2007/5/26,
value,0,
dataTime,2007/5/27,
value,0,
dataTime,2007/5/28,
value,0.5,
dataTime,2007/5/29,
value,0,
dataTime,2007/5/30,
value,2,
dataTime,2007/5/31,
value,0,
parameterName,total,
parameterValue,113.2,
dataTime,2007/6/1,
value,0,
dataTime,2007/6/2,
value,0,
dataTime,2007/6/3,
value,0,
dataTime,2007/6/4,
value,4.5,
dataTime,2007/6/5,
value,6,
dataTime,2007/6/6,
value,2.3,
dataTime,2007/6/7,
value,1.5,
dataTime,2007/6/8,
value,5.8,
dataTime,2007/6/9,
value,8.4,
dataTime,2007/6/10,
value,0.3,
dataTime,2007/6/11,
value,1.6,
dataTime,2007/6/12,
value,2.2,
dataTime,2007/6/13,
value,0,
dataTime,2007/6/14,
value,0,
dataTime,2007/6/15,
value,0,
dataTime,2007/6/16,
value,0,
dataTime,2007/6/17,
value,7,
dataTime,2007/6/18,
value,26.6,
dataTime,2007/6/19,
value,21.2,
dataTime,2007/6/20,
value,0,
dataTime,2007/6/21,
value,0,
dataTime,2007/6/22,
value,1,
dataTime,2007/6/23,
value,0,
dataTime,2007/6/24,
value,0,
dataTime,2007/6/25,
value,0,
dataTime,2007/6/26,
value,1.5,
dataTime,2007/6/27,
value,1,
dataTime,2007/6/28,
value,8.5,
dataTime,2007/6/29,
value,19.5,
dataTime,2007/6/30,
value,4.3,
parameterName,total,
parameterValue,123.2,
dataTime,2007/7/1,
value,0,
dataTime,2007/7/2,
value,0,
dataTime,2007/7/3,
value,0,
dataTime,2007/7/4,
value,0,
dataTime,2007/7/5,
value,0,
dataTime,2007/7/6,
value,0,
dataTime,2007/7/7,
value,0,
dataTime,2007/7/8,
value,0,
dataTime,2007/7/9,
value,0,
dataTime,2007/7/10,
value,0,
dataTime,2007/7/11,
value,0,
dataTime,2007/7/12,
value,0,
dataTime,2007/7/13,
value,0,
dataTime,2007/7/14,
value,0,
dataTime,2007/7/15,
value,0,
dataTime,2007/7/16,
value,0,
dataTime,2007/7/17,
value,0,
dataTime,2007/7/18,
value,0,
dataTime,2007/7/19,
value,0,
dataTime,2007/7/20,
value,0,
dataTime,2007/7/21,
value,0,
dataTime,2007/7/22,
value,0,
dataTime,2007/7/23,
value,0,
dataTime,2007/7/24,
value,0,
dataTime,2007/7/25,
value,0,
dataTime,2007/7/26,
value,0,
dataTime,2007/7/27,
value,0,
dataTime,2007/7/28,
value,0,
dataTime,2007/7/29,
value,4,
dataTime,2007/7/30,
value,0,
dataTime,2007/7/31,
value,0,
parameterName,total,
parameterValue,4,
dataTime,2007/8/1,
value,0,
dataTime,2007/8/2,
value,0,
dataTime,2007/8/3,
value,0,
dataTime,2007/8/4,
value,11.5,
dataTime,2007/8/5,
value,0,
dataTime,2007/8/6,
value,0,
dataTime,2007/8/7,
value,58.5,
dataTime,2007/8/8,
value,32.6,
dataTime,2007/8/9,
value,60.7,
dataTime,2007/8/10,
value,11.5,
dataTime,2007/8/11,
value,1.5,
dataTime,2007/8/12,
value,0,
dataTime,2007/8/13,
value,75.5,
dataTime,2007/8/14,
value,7,
dataTime,2007/8/15,
value,62,
dataTime,2007/8/16,
value,2.4,
dataTime,2007/8/17,
value,21.7,
dataTime,2007/8/18,
value,60,
dataTime,2007/8/19,
value,11.5,
dataTime,2007/8/20,
value,19.8,
dataTime,2007/8/21,
value,9.9,
dataTime,2007/8/22,
value,0,
dataTime,2007/8/23,
value,4,
dataTime,2007/8/24,
value,0.3,
dataTime,2007/8/25,
value,75,
dataTime,2007/8/26,
value,90.5,
dataTime,2007/8/27,
value,0,
dataTime,2007/8/28,
value,3,
dataTime,2007/8/29,
value,0,
dataTime,2007/8/30,
value,0,
dataTime,2007/8/31,
value,0,
parameterName,total,
parameterValue,618.9,
dataTime,2007/9/1,
value,0,
dataTime,2007/9/2,
value,0,
dataTime,2007/9/3,
value,1,
dataTime,2007/9/4,
value,0.6,
dataTime,2007/9/5,
value,0,
dataTime,2007/9/6,
value,0.2,
dataTime,2007/9/7,
value,0,
dataTime,2007/9/8,
value,6.5,
dataTime,2007/9/9,
value,9,
dataTime,2007/9/10,
value,0,
dataTime,2007/9/11,
value,0,
dataTime,2007/9/12,
value,0,
dataTime,2007/9/13,
value,0,
dataTime,2007/9/14,
value,0,
dataTime,2007/9/15,
value,1,
dataTime,2007/9/16,
value,0,
dataTime,2007/9/17,
value,0,
dataTime,2007/9/18,
value,7.7,
dataTime,2007/9/19,
value,4.5,
dataTime,2007/9/20,
value,19,
dataTime,2007/9/21,
value,0,
dataTime,2007/9/22,
value,61.3,
dataTime,2007/9/23,
value,113,
dataTime,2007/9/24,
value,64.5,
dataTime,2007/9/25,
value,74,
dataTime,2007/9/26,
value,0,
dataTime,2007/9/27,
value,0,
dataTime,2007/9/28,
value,0,
dataTime,2007/9/29,
value,0,
dataTime,2007/9/30,
value,0.1,
parameterName,total,
parameterValue,362.4,
dataTime,2007/10/1,
value,1.5,
dataTime,2007/10/2,
value,0,
dataTime,2007/10/3,
value,1.5,
dataTime,2007/10/4,
value,0,
dataTime,2007/10/5,
value,1.2,
dataTime,2007/10/6,
value,0.5,
dataTime,2007/10/7,
value,0.5,
dataTime,2007/10/8,
value,0,
dataTime,2007/10/9,
value,0,
dataTime,2007/10/10,
value,3.1,
dataTime,2007/10/11,
value,26,
dataTime,2007/10/12,
value,16,
dataTime,2007/10/13,
value,3.5,
dataTime,2007/10/14,
value,0,
dataTime,2007/10/15,
value,0,
dataTime,2007/10/16,
value,0,
dataTime,2007/10/17,
value,0,
dataTime,2007/10/18,
value,0,
dataTime,2007/10/19,
value,0,
dataTime,2007/10/20,
value,0,
dataTime,2007/10/21,
value,0,
dataTime,2007/10/22,
value,0,
dataTime,2007/10/23,
value,0,
dataTime,2007/10/24,
value,33.5,
dataTime,2007/10/25,
value,0.5,
dataTime,2007/10/26,
value,0,
dataTime,2007/10/27,
value,0,
dataTime,2007/10/28,
value,0,
dataTime,2007/10/29,
value,0,
dataTime,2007/10/30,
value,6,
dataTime,2007/10/31,
value,1.5,
parameterName,total,
parameterValue,95.3,
dataTime,2007/11/1,
value,0,
dataTime,2007/11/2,
value,0,
dataTime,2007/11/3,
value,0,
dataTime,2007/11/4,
value,0.5,
dataTime,2007/11/5,
value,6.3,
dataTime,2007/11/6,
value,16.2,
dataTime,2007/11/7,
value,1.5,
dataTime,2007/11/8,
value,0,
dataTime,2007/11/9,
value,0,
dataTime,2007/11/10,
value,0,
dataTime,2007/11/11,
value,0,
dataTime,2007/11/12,
value,0,
dataTime,2007/11/13,
value,0,
dataTime,2007/11/14,
value,0,
dataTime,2007/11/15,
value,0,
dataTime,2007/11/16,
value,0,
dataTime,2007/11/17,
value,0,
dataTime,2007/11/18,
value,0,
dataTime,2007/11/19,
value,0,
dataTime,2007/11/20,
value,0,
dataTime,2007/11/21,
value,0,
dataTime,2007/11/22,
value,0,
dataTime,2007/11/23,
value,0,
dataTime,2007/11/24,
value,0,
dataTime,2007/11/25,
value,19.5,
dataTime,2007/11/26,
value,164,
dataTime,2007/11/27,
value,92,
dataTime,2007/11/28,
value,0,
dataTime,2007/11/29,
value,0,
dataTime,2007/11/30,
value,0,
parameterName,total,
parameterValue,300,
dataTime,2007/12/1,
value,0,
dataTime,2007/12/2,
value,0,
dataTime,2007/12/3,
value,0,
dataTime,2007/12/4,
value,0,
dataTime,2007/12/5,
value,0,
dataTime,2007/12/6,
value,0,
dataTime,2007/12/7,
value,0,
dataTime,2007/12/8,
value,0,
dataTime,2007/12/9,
value,0,
dataTime,2007/12/10,
value,9,
dataTime,2007/12/11,
value,0,
dataTime,2007/12/12,
value,0,
dataTime,2007/12/13,
value,0,
dataTime,2007/12/14,
value,0,
dataTime,2007/12/15,
value,0,
dataTime,2007/12/16,
value,0,
dataTime,2007/12/17,
value,0.2,
dataTime,2007/12/18,
value,0,
dataTime,2007/12/19,
value,3.3,
dataTime,2007/12/20,
value,2.2,
dataTime,2007/12/21,
value,3.6,
dataTime,2007/12/22,
value,0,
dataTime,2007/12/23,
value,0,
dataTime,2007/12/24,
value,0,
dataTime,2007/12/25,
value,0,
dataTime,2007/12/26,
value,0,
dataTime,2007/12/27,
value,0,
dataTime,2007/12/28,
value,0,
dataTime,2007/12/29,
value,1.3,
dataTime,2007/12/30,
value,0,
dataTime,2007/12/31,
value,0,
parameterName,total,
parameterValue,19.6,
locationName,"WUQI,Ê¢ßÊ£≤",
stationId,467770,
elementName,ÊØèÊó•?®È?,
dataTime,2007/1/1,
value,0,
dataTime,2007/1/2,
value,0,
dataTime,2007/1/3,
value,0,
dataTime,2007/1/4,
value,0,
dataTime,2007/1/5,
value,0,
dataTime,2007/1/6,
value,0,
dataTime,2007/1/7,
value,0,
dataTime,2007/1/8,
value,0,
dataTime,2007/1/9,
value,0,
dataTime,2007/1/10,
value,0,
dataTime,2007/1/11,
value,0,
dataTime,2007/1/12,
value,0,
dataTime,2007/1/13,
value,0,
dataTime,2007/1/14,
value,0,
dataTime,2007/1/15,
value,0,
dataTime,2007/1/16,
value,0.5,
dataTime,2007/1/17,
value,28,
dataTime,2007/1/18,
value,9,
dataTime,2007/1/19,
value,7,
dataTime,2007/1/20,
value,0,
dataTime,2007/1/21,
value,8.5,
dataTime,2007/1/22,
value,0,
dataTime,2007/1/23,
value,0,
dataTime,2007/1/24,
value,0,
dataTime,2007/1/25,
value,0,
dataTime,2007/1/26,
value,0,
dataTime,2007/1/27,
value,0.5,
dataTime,2007/1/28,
value,0,
dataTime,2007/1/29,
value,0,
dataTime,2007/1/30,
value,0,
dataTime,2007/1/31,
value,0,
parameterName,total,
parameterValue,53.5,
dataTime,2007/2/1,
value,0,
dataTime,2007/2/2,
value,0,
dataTime,2007/2/3,
value,0,
dataTime,2007/2/4,
value,0,
dataTime,2007/2/5,
value,0,
dataTime,2007/2/6,
value,0,
dataTime,2007/2/7,
value,0,
dataTime,2007/2/8,
value,0,
dataTime,2007/2/9,
value,0.5,
dataTime,2007/2/10,
value,0,
dataTime,2007/2/11,
value,0,
dataTime,2007/2/12,
value,0,
dataTime,2007/2/13,
value,0,
dataTime,2007/2/14,
value,0,
dataTime,2007/2/15,
value,0,
dataTime,2007/2/16,
value,2,
dataTime,2007/2/17,
value,0,
dataTime,2007/2/18,
value,0,
dataTime,2007/2/19,
value,0,
dataTime,2007/2/20,
value,0,
dataTime,2007/2/21,
value,0.5,
dataTime,2007/2/22,
value,3.5,
dataTime,2007/2/23,
value,0,
dataTime,2007/2/24,
value,0,
dataTime,2007/2/25,
value,14.5,
dataTime,2007/2/26,
value,0,
dataTime,2007/2/27,
value,0,
dataTime,2007/2/28,
value,0,
parameterName,total,
parameterValue,21,
dataTime,2007/3/1,
value,0,
dataTime,2007/3/2,
value,0,
dataTime,2007/3/3,
value,0,
dataTime,2007/3/4,
value,2,
dataTime,2007/3/5,
value,31.5,
dataTime,2007/3/6,
value,1,
dataTime,2007/3/7,
value,5,
dataTime,2007/3/8,
value,0.5,
dataTime,2007/3/9,
value,0,
dataTime,2007/3/10,
value,0,
dataTime,2007/3/11,
value,0,
dataTime,2007/3/12,
value,0,
dataTime,2007/3/13,
value,0,
dataTime,2007/3/14,
value,0,
dataTime,2007/3/15,
value,0,
dataTime,2007/3/16,
value,0,
dataTime,2007/3/17,
value,0,
dataTime,2007/3/18,
value,0,
dataTime,2007/3/19,
value,5.5,
dataTime,2007/3/20,
value,0,
dataTime,2007/3/21,
value,0,
dataTime,2007/3/22,
value,0,
dataTime,2007/3/23,
value,0,
dataTime,2007/3/24,
value,17,
dataTime,2007/3/25,
value,9,
dataTime,2007/3/26,
value,0,
dataTime,2007/3/27,
value,39.1,
dataTime,2007/3/28,
value,0,
dataTime,2007/3/29,
value,0,
dataTime,2007/3/30,
value,0,
dataTime,2007/3/31,
value,0,
parameterName,total,
parameterValue,110.6,
dataTime,2007/4/1,
value,0,
dataTime,2007/4/2,
value,24,
dataTime,2007/4/3,
value,3,
dataTime,2007/4/4,
value,5,
dataTime,2007/4/5,
value,0,
dataTime,2007/4/6,
value,0,
dataTime,2007/4/7,
value,0,
dataTime,2007/4/8,
value,2.5,
dataTime,2007/4/9,
value,0,
dataTime,2007/4/10,
value,21,
dataTime,2007/4/11,
value,0.3,
dataTime,2007/4/12,
value,0,
dataTime,2007/4/13,
value,0,
dataTime,2007/4/14,
value,0.1,
dataTime,2007/4/15,
value,3.5,
dataTime,2007/4/16,
value,0,
dataTime,2007/4/17,
value,0,
dataTime,2007/4/18,
value,41,
dataTime,2007/4/19,
value,0,
dataTime,2007/4/20,
value,0,
dataTime,2007/4/21,
value,0,
dataTime,2007/4/22,
value,0,
dataTime,2007/4/23,
value,9.5,
dataTime,2007/4/24,
value,6.5,
dataTime,2007/4/25,
value,0,
dataTime,2007/4/26,
value,0,
dataTime,2007/4/27,
value,0,
dataTime,2007/4/28,
value,0,
dataTime,2007/4/29,
value,0,
dataTime,2007/4/30,
value,0.2,
parameterName,total,
parameterValue,116.6,
dataTime,2007/5/1,
value,0,
dataTime,2007/5/2,
value,0,
dataTime,2007/5/3,
value,0,
dataTime,2007/5/4,
value,1,
dataTime,2007/5/5,
value,48.5,
dataTime,2007/5/6,
value,1,
dataTime,2007/5/7,
value,0,
dataTime,2007/5/8,
value,0,
dataTime,2007/5/9,
value,0,
dataTime,2007/5/10,
value,0,
dataTime,2007/5/11,
value,0,
dataTime,2007/5/12,
value,0,
dataTime,2007/5/13,
value,0,
dataTime,2007/5/14,
value,0,
dataTime,2007/5/15,
value,0,
dataTime,2007/5/16,
value,0,
dataTime,2007/5/17,
value,4.5,
dataTime,2007/5/18,
value,3.5,
dataTime,2007/5/19,
value,5,
dataTime,2007/5/20,
value,16,
dataTime,2007/5/21,
value,2.5,
dataTime,2007/5/22,
value,0,
dataTime,2007/5/23,
value,11.5,
dataTime,2007/5/24,
value,1.5,
dataTime,2007/5/25,
value,0,
dataTime,2007/5/26,
value,0,
dataTime,2007/5/27,
value,0,
dataTime,2007/5/28,
value,0,
dataTime,2007/5/29,
value,0,
dataTime,2007/5/30,
value,0,
dataTime,2007/5/31,
value,0,
parameterName,total,
parameterValue,95,
dataTime,2007/6/1,
value,0,
dataTime,2007/6/2,
value,0,
dataTime,2007/6/3,
value,0.1,
dataTime,2007/6/4,
value,102,
dataTime,2007/6/5,
value,59.2,
dataTime,2007/6/6,
value,82.5,
dataTime,2007/6/7,
value,92.5,
dataTime,2007/6/8,
value,249.5,
dataTime,2007/6/9,
value,8.5,
dataTime,2007/6/10,
value,27.5,
dataTime,2007/6/11,
value,14.5,
dataTime,2007/6/12,
value,30.5,
dataTime,2007/6/13,
value,0,
dataTime,2007/6/14,
value,0,
dataTime,2007/6/15,
value,0,
dataTime,2007/6/16,
value,0.2,
dataTime,2007/6/17,
value,0,
dataTime,2007/6/18,
value,0,
dataTime,2007/6/19,
value,0,
dataTime,2007/6/20,
value,0,
dataTime,2007/6/21,
value,0,
dataTime,2007/6/22,
value,0,
dataTime,2007/6/23,
value,0,
dataTime,2007/6/24,
value,7,
dataTime,2007/6/25,
value,0,
dataTime,2007/6/26,
value,0,
dataTime,2007/6/27,
value,0,
dataTime,2007/6/28,
value,0,
dataTime,2007/6/29,
value,9,
dataTime,2007/6/30,
value,0,
parameterName,total,
parameterValue,683,
dataTime,2007/7/1,
value,0,
dataTime,2007/7/2,
value,0.4,
dataTime,2007/7/3,
value,0,
dataTime,2007/7/4,
value,0,
dataTime,2007/7/5,
value,0,
dataTime,2007/7/6,
value,0,
dataTime,2007/7/7,
value,0,
dataTime,2007/7/8,
value,0,
dataTime,2007/7/9,
value,0,
dataTime,2007/7/10,
value,0,
dataTime,2007/7/11,
value,0,
dataTime,2007/7/12,
value,0,
dataTime,2007/7/13,
value,0.5,
dataTime,2007/7/14,
value,0,
dataTime,2007/7/15,
value,21.5,
dataTime,2007/7/16,
value,3.5,
dataTime,2007/7/17,
value,0,
dataTime,2007/7/18,
value,0,
dataTime,2007/7/19,
value,0,
dataTime,2007/7/20,
value,0,
dataTime,2007/7/21,
value,0,
dataTime,2007/7/22,
value,0,
dataTime,2007/7/23,
value,0,
dataTime,2007/7/24,
value,0,
dataTime,2007/7/25,
value,0,
dataTime,2007/7/26,
value,0,
dataTime,2007/7/27,
value,0,
dataTime,2007/7/28,
value,0,
dataTime,2007/7/29,
value,0,
dataTime,2007/7/30,
value,0,
dataTime,2007/7/31,
value,0,
parameterName,total,
parameterValue,25.9,
dataTime,2007/8/1,
value,0,
dataTime,2007/8/2,
value,0,
dataTime,2007/8/3,
value,0.1,
dataTime,2007/8/4,
value,12.7,
dataTime,2007/8/5,
value,0,
dataTime,2007/8/6,
value,0,
dataTime,2007/8/7,
value,2.5,
dataTime,2007/8/8,
value,4,
dataTime,2007/8/9,
value,0,
dataTime,2007/8/10,
value,7,
dataTime,2007/8/11,
value,54.5,
dataTime,2007/8/12,
value,194.5,
dataTime,2007/8/13,
value,119.5,
dataTime,2007/8/14,
value,5.5,
dataTime,2007/8/15,
value,0,
dataTime,2007/8/16,
value,0,
dataTime,2007/8/17,
value,3.5,
dataTime,2007/8/18,
value,19,
dataTime,2007/8/19,
value,221,
dataTime,2007/8/20,
value,53,
dataTime,2007/8/21,
value,4,
dataTime,2007/8/22,
value,0,
dataTime,2007/8/23,
value,1,
dataTime,2007/8/24,
value,0,
dataTime,2007/8/25,
value,0,
dataTime,2007/8/26,
value,3,
dataTime,2007/8/27,
value,0,
dataTime,2007/8/28,
value,0,
dataTime,2007/8/29,
value,0,
dataTime,2007/8/30,
value,0,
dataTime,2007/8/31,
value,0,
parameterName,total,
parameterValue,704.8,
dataTime,2007/9/1,
value,0,
dataTime,2007/9/2,
value,0,
dataTime,2007/9/3,
value,0,
dataTime,2007/9/4,
value,32,
dataTime,2007/9/5,
value,10,
dataTime,2007/9/6,
value,0,
dataTime,2007/9/7,
value,0,
dataTime,2007/9/8,
value,0,
dataTime,2007/9/9,
value,0,
dataTime,2007/9/10,
value,0,
dataTime,2007/9/11,
value,0,
dataTime,2007/9/12,
value,0,
dataTime,2007/9/13,
value,0,
dataTime,2007/9/14,
value,0,
dataTime,2007/9/15,
value,0,
dataTime,2007/9/16,
value,0,
dataTime,2007/9/17,
value,1.5,
dataTime,2007/9/18,
value,103,
dataTime,2007/9/19,
value,13,
dataTime,2007/9/20,
value,0,
dataTime,2007/9/21,
value,0,
dataTime,2007/9/22,
value,3,
dataTime,2007/9/23,
value,0,
dataTime,2007/9/24,
value,1.5,
dataTime,2007/9/25,
value,0,
dataTime,2007/9/26,
value,0,
dataTime,2007/9/27,
value,0,
dataTime,2007/9/28,
value,0,
dataTime,2007/9/29,
value,0,
dataTime,2007/9/30,
value,0,
parameterName,total,
parameterValue,164,
dataTime,2007/10/1,
value,0,
dataTime,2007/10/2,
value,0,
dataTime,2007/10/3,
value,0,
dataTime,2007/10/4,
value,0,
dataTime,2007/10/5,
value,1,
dataTime,2007/10/6,
value,54.5,
dataTime,2007/10/7,
value,124.5,
dataTime,2007/10/8,
value,14,
dataTime,2007/10/9,
value,0,
dataTime,2007/10/10,
value,0,
dataTime,2007/10/11,
value,0,
dataTime,2007/10/12,
value,0.1,
dataTime,2007/10/13,
value,0,
dataTime,2007/10/14,
value,0,
dataTime,2007/10/15,
value,0,
dataTime,2007/10/16,
value,0,
dataTime,2007/10/17,
value,0,
dataTime,2007/10/18,
value,0,
dataTime,2007/10/19,
value,0,
dataTime,2007/10/20,
value,0,
dataTime,2007/10/21,
value,0,
dataTime,2007/10/22,
value,0,
dataTime,2007/10/23,
value,0,
dataTime,2007/10/24,
value,0,
dataTime,2007/10/25,
value,0,
dataTime,2007/10/26,
value,0,
dataTime,2007/10/27,
value,0,
dataTime,2007/10/28,
value,0,
dataTime,2007/10/29,
value,0,
dataTime,2007/10/30,
value,0,
dataTime,2007/10/31,
value,0,
parameterName,total,
parameterValue,194.1,
dataTime,2007/11/1,
value,0,
dataTime,2007/11/2,
value,0,
dataTime,2007/11/3,
value,0,
dataTime,2007/11/4,
value,0,
dataTime,2007/11/5,
value,0,
dataTime,2007/11/6,
value,3.5,
dataTime,2007/11/7,
value,1,
dataTime,2007/11/8,
value,0,
dataTime,2007/11/9,
value,0,
dataTime,2007/11/10,
value,0,
dataTime,2007/11/11,
value,0,
dataTime,2007/11/12,
value,0,
dataTime,2007/11/13,
value,0,
dataTime,2007/11/14,
value,0,
dataTime,2007/11/15,
value,0,
dataTime,2007/11/16,
value,0,
dataTime,2007/11/17,
value,0,
dataTime,2007/11/18,
value,0,
dataTime,2007/11/19,
value,0,
dataTime,2007/11/20,
value,0,
dataTime,2007/11/21,
value,0,
dataTime,2007/11/22,
value,0,
dataTime,2007/11/23,
value,0,
dataTime,2007/11/24,
value,0,
dataTime,2007/11/25,
value,0,
dataTime,2007/11/26,
value,1,
dataTime,2007/11/27,
value,12,
dataTime,2007/11/28,
value,0,
dataTime,2007/11/29,
value,0,
dataTime,2007/11/30,
value,0,
parameterName,total,
parameterValue,17.5,
dataTime,2007/12/1,
value,0,
dataTime,2007/12/2,
value,0,
dataTime,2007/12/3,
value,0,
dataTime,2007/12/4,
value,0,
dataTime,2007/12/5,
value,0,
dataTime,2007/12/6,
value,0,
dataTime,2007/12/7,
value,0,
dataTime,2007/12/8,
value,0,
dataTime,2007/12/9,
value,0,
dataTime,2007/12/10,
value,0,
dataTime,2007/12/11,
value,0,
dataTime,2007/12/12,
value,0,
dataTime,2007/12/13,
value,0,
dataTime,2007/12/14,
value,0,
dataTime,2007/12/15,
value,0,
dataTime,2007/12/16,
value,0,
dataTime,2007/12/17,
value,0,
dataTime,2007/12/18,
value,0,
dataTime,2007/12/19,
value,0,
dataTime,2007/12/20,
